word,examples,word_audio,word_search
"der Topf, ¨-e (D, A) → CH: Pfanne","['Dieses Jahr haben wir keine Töpfe mit Blumen auf dem Balkon.', 'Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen. → (CH: Pfanne)']",der Topf,Topf
"das Tor, -e","['Hinter dem Tor geht es zur Fabrik.', 'Die Mannschaft konnte vier Tore schießen.']",das Tor,Tor
"die Torte, -n",['Zum Geburtstag backe ich dir eine Torte.'],die Torte,Torte
tot,['Meine Großeltern sind schon lange tot.'],tot,tot
"der Tote, -n","['Bei dem Unfall gab es zwei Tote. die Tote, -n']",der Tote,Tote
total,['Der Film war total langweilig.'],total,total
der Tourismus,['In dieser Gegend gibt es viel Tourismus.'],der Tourismus,Tourismus
"der Tourist, -en die Touristin, -nen",['Es kommen immer mehr Touristen in unsere Stadt.'],"der Tourist, die Touristin",Tourist
"die Tradition, -en",['Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.'],die Tradition,Tradition
traditionell,['Ich mag die traditionelle Küche.'],traditionell,traditionell
"tragen, trägt, trug, hat getragen","['Lass mich den Koffer tragen. Der ist zu schwer für dich.', 'Mein Bruder trägt eine Brille.', 'Die Kosten trägt die Krankenkasse.']",tragen,tragen
"trainieren, trainiert, trainierte, hat trainiert",['Wir trainieren einmal pro Woche im Sportverein.'],trainieren,trainieren
"der Trainer, -","['Ich finde unseren Trainer sehr nett. die Trainerin, -nen']",der Trainer,Trainer
"das Training, -s","['Jeden Dienstag ist Training.', 'Ich gehe jede Woche zum Training.']",das Training,Training
"das Tram, -s → D, A: Straßenbahn",['Fahren wir mit dem Tram oder dem Bus?'],das Tram,Tram
"die Träne, -n",['Sie trocknet dem Kind die Tränen.'],die Träne,Träne
"transportieren, transportiert, transportierte, hat transportiert",['Wie willst du die Möbel denn transportieren?'],transportieren,transportieren
"der Transport, -e",['Was kostet der Transport?'],der Transport,Transport
"träumen, träumt, träumte, hat geträumt","['Ich habe schlecht geträumt.', 'Ich träume von einem großen Haus mit Garten.']",träumen,träumen
"der Traum, ¨-e",['Mein Traum ist ein eigenes Geschäft.'],der Traum,Traum
Traum-,['Mein Traumberuf ist Feuerwehrmann.'],Traum-,Traum-
traurig,"['Ich bin traurig. Ich darf nicht mitfahren.', 'Das war ein sehr trauriger Film.']",traurig,traurig
"treffen, trifft, traf, hat getroffen","['Wir treffen uns immer freitags.', 'Ich habe Petra zufällig in der Stadt getroffen.']",treffen,treffen
"der Treffpunkt, -e",['Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.'],der Treffpunkt,Treffpunkt
"treiben, treibt, trieb, hat getrieben",['Welchen Sport treibst du?'],treiben,treiben
"(sich) trennen, trennt, trennte, hat getrennt","['Wir leben getrennt.', 'Meine Freundin und ihr Mann haben sich getrennt.', 'Wir müssen den Müll trennen. Das kommt zum Altpapier.']",sich trennen,trennen
"die Trennung, -en","['Die Trennung von der Familie war schwierig.', 'Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.']",die Trennung,Trennung
getrennt leben,['Ich lebe getrennt von meiner Frau.'],getrennt leben,getrennt leben
"die Treppe, -n (D, CH) → A: Stiege","['Wo ist die Toilette? – Die Treppe hoch und dann links.', 'Meine Oma kann nicht gut Treppen steigen.']",die Treppe,Treppe
"das Treppenhaus, ¨-er (D,",['Im Treppenhaus ist kein Licht. CH) → A: Stiegenhaus'],das Treppenhaus,Treppenhaus
"treten, tritt, trat, hat/ist getreten","['Ich bin in ein Stück Glas getreten.', 'Au! Du hast mich getreten!']",treten,treten
treu,['Herr Maier ist ein treuer Kunde von uns.'],treu,treu
"trinken, trinkt, trank, hat getrunken",['Trinken Sie einen Tee mit uns?'],trinken,trinken
"das Trinkgeld, -er",['Ich habe dem Kellner zwei Euro Trinkgeld gegeben.'],das Trinkgeld,Trinkgeld
trocken,"['Die Wäsche ist noch nicht trocken.', 'Hoffentlich regnet es bald. Alles ist ganz trocken.', 'Bitte einen trockenen Wein.']",trocken,trocken
"trocknen, trocknet, trocknete, hat/ist getrocknet","['Ich habe mir die Haare getrocknet.', 'Die Farbe ist schnell getrocknet.']",trocknen,trocknen
die Tropfen (Pl.),"['Hast du die Tropfen schon genommen?', 'Wegen der paar Regentropfen brauchst du doch keinen Schirm.']",die Tropfen,Tropfen
"das Trottoir, -s (CH) → Gehsteig (D, A)",['Das Velofahren auf dem Trottoir ist nicht erlaubt.'],das Trottoir,Trottoir
trotz,['Trotz Grippe bin ich zur Arbeit gegangen.'],trotz,trotz
trotzdem,['Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.'],trotzdem,trotzdem
"das Tuch, ¨-er","['Wo hast du dieses schöne Tuch gekauft?', 'Die Handtücher sind im Schrank ganz oben.', 'Hast du ein Taschentuch für mich?']",das Tuch,Tuch
"tun, tut, tat, hat getan","['Ich habe heute viel zu tun.', 'Was kann ich für Sie tun?', 'Ich habe zu viel Zucker in den Kaffee getan.', 'Es tut mir leid. Ich kann nicht kommen.', 'Der Arm tut mir weh.', 'Ich habe endlich mal ausgeschlafen. Das hat gut getan.']",tun,tun
"die Tür, -en",['Machen Sie bitte die Tür zu! Es zieht.'],die Tür,Tür
"der Turm, ¨-e","['Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.']",der Turm,Turm
"die Tüte, -n",['Brauchen Sie eine Tüte für den Salat?'],die Tüte,Tüte
"der Typ, -en","['Mein Nachbar ist ein netter Typ.', 'Was für ein Typ bist du? Was machst du gerne?', 'Kennen Sie sich mit den verschiedenen Typen aus? Auch mit meinem Auto?']",der Typ,Typ
typisch,"['Im Hotel gab es typisch deutsches Essen.', 'Er kommt wieder zu spät, das ist typisch.', 'Diese Musik ist typisch für dieses Land.']",typisch,typisch
üben,['Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.'],üben,üben
"die Übung, -en","['Diese Übung war sehr schwer.', 'Ich fahre nicht oft Auto. Mir fehlt die Übung.']",die Übung,Übung
über,"['Die Müllers wohnen direkt über uns.', 'Pass bitte auf, wenn du über die Straße gehst.', 'Fahren Sie über Stuttgart oder über Würzburg?', 'Übers Wochenende fahren wir in die Berge.', 'Kinder über zehn Jahre müssen voll bezahlen.', 'Ich suche ein Buch über die deutsche Küche.']",über,über
überall,"['Ich habe überall gesucht, aber meine Brille ist weg.']",überall,überall
"überfahren, überfährt, überfuhr, hat überfahren",['Gestern hat ein Autofahrer einen Hund überfahren.'],überfahren,überfahren
überhaupt,"['Die Suppe schmeckt mir überhaupt nicht.', 'Tut mir leid. Ich habe überhaupt keine Zeit.', 'Du willst mit meinem Auto fahren? Hast du überhaupt einen Führerschein?']",überhaupt,überhaupt
"überholen, überholt, überholte, hat überholt",['Hier dürfen Lkws nicht überholen.'],überholen,überholen
"überlegen, überlegt, überlegte, hat überlegt","['Ich kann mich nicht entscheiden. Ich muss mir das noch überlegen.', 'Ich habe mir überlegt, ein Auto zu kaufen.']",überlegen,überlegen
übermorgen,['Morgen kann ich nicht. Wir sehen uns übermorgen.'],übermorgen,übermorgen
"übernachten, übernachtet, übernachtete, hat übernachtet",['Wir haben auf dem Campingplatz übernachtet.'],übernachten,übernachten
"die Übernachtung, -en",['In diesem Hotel kostet die Übernachtung mit Frühstück 90 Euro.'],die Übernachtung,Übernachtung
"übernehmen, übernimmt, übernahm, hat übernommen",['Ich habe das Geschäft von meinem Vater übernommen.'],übernehmen,übernehmen
"überprüfen, überprüft, überprüfte, hat überprüft","['Bitte überprüfen Sie, ob Ihr Name richtig geschrieben ist.']",überprüfen,überprüfen
"überqueren, überquert, überquerte, hat überquert",['Bitte die Straße nur an der Ampel überqueren.'],überqueren,überqueren
"überraschen, überrascht, überraschte, hat überrascht","['Ich bin ganz überrascht, dass die Wohnung so billig ist.']",überraschen,überraschen
"die Überraschung,-en","['Ich habe eine Überraschung für dich.', 'Das ist ja eine Überraschung. Ich dachte, du bist im Urlaub.']",die Überraschung,Überraschung
"überreden, überredet, überredete, hat überredet","['Zuerst wollte ich nicht, aber mein Bruder hat mich überredet, einen Englischkurs zu machen.']",überreden,überreden
"die Überschrift, -en","['Der Artikel erschien unter der folgenden Überschrift: „…“', 'Die Überschrift passt überhaupt nicht zum Inhalt des Artikels.']",die Überschrift,Überschrift
"übersetzen, übersetzt, übersetzte, hat übersetzt",['Können Sie mir bitte diesen Brief übersetzen?'],übersetzen,übersetzen
"der Übersetzer, die Übersetzerin, -nen",['Meine Tochter möchte als Übersetzerin arbeiten.'],"der Übersetzer, die Übersetzerin",Übersetzer
"die Übersetzung, -en",['Die Übersetzung des Buches ist sehr gut.'],die Übersetzung,Übersetzung
"die Überstunde, -n",['Ich muss heute Überstunden machen.'],die Überstunde,Überstunde
"übertreiben, übertreibt, übertrieb, hat übertrieben",['Ein bisschen Sport ist gesund. Aber man sollte es nicht übertreiben.'],übertreiben,übertreiben
"überweisen, überweist, überwies, hat überwiesen","['Ich überweise dir das Geld.', 'Der Arzt hat mich ins Krankenhaus überwiesen.']",überweisen,überweisen
"die Überweisung, - en","['Sie können bar oder per Überweisung bezahlen.', 'Der Hausarzt hat mir eine Überweisung fürs Krankenhaus gegeben.']",die Überweisung,Überweisung
"(sich) überzeugen, überzeugt, überzeugte, hat überzeugt","['Ihr Vorschlag überzeugt mich gar nicht.', 'Ich bin fest davon überzeugt, dass meine Entscheidung richtig ist.']",sich überzeugen,überzeugen
"die Überzeugung, -en",['Wie bist du zu dieser Überzeugung gekommen?'],die Überzeugung,Überzeugung
üblich,"['In Deutschland ist es üblich, früh zu Abend zu essen.']",üblich,üblich
übrig,['Ist noch etwas zu essen übrig?'],übrig,übrig
übrigens,"['Übrigens, kennst du schon die neuen Nachbarn?']",übrigens,übrigens
"das Ufer, -","['Er schwimmt ans Ufer zurück.', 'Am Seeufer ist es schön spazieren zu gehen.']",das Ufer,Ufer
"die Uhr, -en","['Wie viel Uhr ist es?', 'Es ist vier Uhr.', 'Um wie viel Uhr müssen wir gehen?', 'Meine Uhr ist stehen geblieben.']",die Uhr,Uhr
um,"['Wir treffen uns um 8 Uhr.', 'Die Apotheke ist gleich um die Ecke.', 'Die Benzinpreise sind schon wieder um 3 % gestiegen.']",um,um
"umarmen, umarmt, umarmte, hat umarmt",['Lass dich zum Abschied umarmen.'],umarmen,umarmen
um … zu,"['Um gesund zu bleiben, musst du Sport machen und Gemüse essen.']",um … zu,um … zu
"(sich) umdrehen, dreht um, drehte um, hat umgedreht","['Dreh dich mal um. Da hinten liegt das Buch doch.', 'Dreh das Blatt um; die Lösung steht auf der Rückseite.']",sich umdrehen,umdrehen
"die Umfrage, -n",['Wir machen eine Umfrage zum Thema Umweltschutz.'],die Umfrage,Umfrage
"die Umgebung, -en",['In der Umgebung von Berlin kann man schöne Ausflüge machen.'],die Umgebung,Umgebung
"umgehen, geht um, ging um, ist umgegangen",['Er kann sehr gut mit Kindern umgehen.'],umgehen,umgehen
umgekehrt,"['Nein, umgekehrt: erst der Vorname, dann der Nachname.']",umgekehrt,umgekehrt
"die Umleitung, -en",['Es gibt wegen des Unfalls eine Umleitung.'],die Umleitung,Umleitung
umso,"['Je früher wir dort sind, umso besser sind unsere Chancen auf einen guten Sitzplatz.', 'Ich kann dir nicht nur heute, sondern auch morgen helfen. – Umso besser!']",umso,umso
umsonst,"['Ich musste nichts bezahlen. Die Reparatur war umsonst.', 'Nichts hat geholfen, es war alles umsonst.']",umsonst,umsonst
"umsteigen, steigt um, stieg um, ist umgestiegen",['In Ulm müssen Sie umsteigen.'],umsteigen,umsteigen
"umtauschen, tauscht um, tauschte um, hat umgetauscht","['Ich möchte diese Bluse umtauschen. Sie passt mir nicht.', 'Wo kann ich Geld umtauschen?']",umtauschen,umtauschen
"der Umtausch, ¨-e",['Ein Umtausch ist leider nicht möglich.'],der Umtausch,Umtausch
die Umwelt,['Alte Autos sind ein Problem für die Umwelt.'],die Umwelt,Umwelt
der Umweltschutz,['Das Land muss mehr Geld für Umweltschutz ausgeben.'],der Umweltschutz,Umweltschutz
"die Umweltverschmutzung, -en",['Die Umweltverschmutzung nimmt weiter zu.'],die Umweltverschmutzung,Umweltverschmutzung
"umziehen, zieht um, zog um, ist umgezogen",['Familie Meier ist letzten Monat umgezogen. Sie wohnen nicht mehr hier.'],umziehen,umziehen
"der Umzug, ¨-e",['Der Umzug ist nächste Woche.'],der Umzug,Umzug
"sich umziehen, zieht sich um, zog sich um, hat sich umgezogen","['Bevor wir zur Party gehen, möchte ich mich umziehen.']",sich umziehen,umziehen
un-,"['Der Verkäufer war sehr unfreundlich.', 'Dieses Geräusch ist mir unangenehm.', 'Er kam wie immer unpünktlich.']",un-,un-
unbedingt,['Ich muss unbedingt mit dir sprechen.'],unbedingt,unbedingt
und,"['Ich habe heute und morgen frei.', 'Ich kaufe ein und mein Mann kocht.']",und,und
"der Unfall, ¨-e",['Ich hatte letzte Woche einen Unfall.'],der Unfall,Unfall
ungefähr,"['Wie weit ist es bis zum Bahnhof? – Nicht weit, ungefähr zehn Minuten zu Fuß.']",ungefähr,ungefähr
ungewöhnlich,"['Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.']",ungewöhnlich,ungewöhnlich
unglaublich,['Es ist unglaublich. Schon wieder so ein Unglück.'],unglaublich,unglaublich
"das Unglück, -e",['Bei dem Unglück gab es viele Verletzte.'],das Unglück,Unglück
unheimlich,"['Ich mag dieses Haus nicht. Es sieht unheimlich aus.', 'Diese Person ist mir unheimlich.', 'Lass uns umkehren. Mir wird im Dunkeln unheimlich.', 'Die Prüfung war unheimlich schwer.']",unheimlich,unheimlich
"die Uniform, -en","['In der Schule, die sie besucht, trägt man Uniformen.']",die Uniform,Uniform
"die Universität, -en",['Mein Sohn studiert an der Universität.'],die Universität,Universität
unten,"['Wir wohnen im dritten Stock, meine Eltern unten im ersten Stock.', 'Sie ist mal kurz nach unten gegangen.']",unten,unten
unter,"['Unter uns wohnt eine Familie mit drei Kindern.', 'Die CDs sind im Regal unter dem Fernseher.']",unter,unter
unter-,['Mein Pass ist im unteren Regal.'],unter-,unter-
"unterbrechen, unterbricht, unterbrach, hat unterbrochen","['Wir unterbrechen die Sendung für eine wichtige Nachricht.', 'Bitte unterbrich mich nicht, wenn ich spreche.']",unterbrechen,unterbrechen
"(sich) unterhalten, unterhält, unterhielt, hat unterhalten","['Wir haben uns über das Fußballspiel unterhalten.', 'Ich habe mich bei der Party sehr gut unterhalten.']",sich unterhalten,unterhalten
"die Unterhaltung, -en",['Wir wünschen Ihnen gute Unterhaltung.'],die Unterhaltung,Unterhaltung
"die Unterkunft, ¨-e","['Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft.', 'Ist dieser Preis inklusive Unterkunft und Essen?']",die Unterkunft,Unterkunft
die Unterlagen (Pl.),['Ich schicke Ihnen alle Unterlagen mit der Post zu.'],die Unterlagen,Unterlagen
"unterlassen, unterlässt, unterließ, hat unterlassen",['Das Rauchen auf den Gängen ist zu unterlassen.'],unterlassen,unterlassen
"unternehmen, unternimmt, unternahm, hat unternommen",['Wollen wir heute Abend noch etwas unternehmen?'],unternehmen,unternehmen
"der Unternehmer, -","['Sie ist erfolgreiche Unternehmerin. die Unternehmerin, -nen']",der Unternehmer,Unternehmer
"unterrichten, unterrichtet, unterrichtete, hat unterrichtet",['Meine Frau unterrichtet Spanisch.'],unterrichten,unterrichten
"der Unterricht, -e",['Der Unterricht dauert von 17 bis 19 Uhr.'],der Unterricht,Unterricht
untersagt,"['Es ist untersagt, hier zu rauchen.']",untersagt,untersagt
"unterscheiden, unterscheidet, unterschied, hat unterschieden",['Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.'],unterscheiden,unterscheiden
"der Unterschied, -e","['Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?']",der Unterschied,Unterschied
unterschiedlich,"['Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich mich für Sprachen.']",unterschiedlich,unterschiedlich
"unterschreiben, unterschreibt, unterschrieb, hat unterschrieben",['Unterschreiben Sie bitte hier unten rechts.'],unterschreiben,unterschreiben
"die Unterschrift, -en",['Auf dem Schreiben fehlt die Unterschrift.'],die Unterschrift,Unterschrift
"unterstreichen, unterstreicht, unterstrich, hat unterstrichen",['Wir sollen alle wichtigen Wörter unterstreichen.'],unterstreichen,unterstreichen
"unterstützen, unterstützt, unterstützte, hat unterstützt","['Sie unterstützen mich, wo sie nur können.']",unterstützen,unterstützen
"die Unterstützung, -en",['Ich nehme Ihre Unterstützung gern an.'],die Unterstützung,Unterstützung
"untersuchen, untersucht, untersuchte, hat untersucht",['Sie sollten sich vom Arzt untersuchen lassen.'],untersuchen,untersuchen
"die Untersuchung, -en",['Ich habe morgen eine Untersuchung im Krankenhaus.'],die Untersuchung,Untersuchung
unterwegs,"['Warte auf mich. Ich bin unterwegs und komme gleich.', 'Unterwegs können wir noch etwas essen.', 'Stell dir vor, der Brief war zwei Wochen unterwegs.']",unterwegs,unterwegs
"die Urkunde, -n","['Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.']",die Urkunde,Urkunde
"der Urlaub, -e (D, A) → CH: Ferien",['Ich habe noch drei Tage Urlaub.'],der Urlaub,Urlaub
"die Ursache, -n","['Kennt man schon die Unfallursache?', 'Vielen Dank! – Keine Ursache!']",die Ursache,Ursache
"verursachen, verursacht, verursachte, hat verursacht",['Dieser Busfahrer verursachte den Unfall.'],verursachen,verursachen
ursprünglich,['Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.'],ursprünglich,ursprünglich
"das Urteil, -e","['Dein Urteil ist für mich sehr wichtig.', 'Das Urteil des Gerichts erscheint mir zu hart.']",das Urteil,Urteil
"die Vase, -n",['Hast du eine Vase für die Blumen?'],die Vase,Vase
"der Vater, ¨-","['Mein Vater arbeitet in einem Restaurant.', 'Herr Müller ist Vater geworden.']",der Vater,Vater
vegetarisch,"['Ich mag kein Fleisch. Ich esse am liebsten vegetarisch.', 'Haben Sie auch vegetarische Gerichte?']",vegetarisch,vegetarisch
"das Velo, -s (CH) → Fahrrad; D, A: Rad","['Sie fährt jeden Morgen mit dem Velo zur Arbeit.', 'Am Sonntag fahren wir oft Velo.']",das Velo,Velo
"(sich) verabreden, verabredet, verabredete, hat verabredet",['Wir haben uns mit Freunden verabredet. Wir wollen zusammen essen.'],sich verabreden,verabreden
verabredet,"['Tut mir leid, ich habe keine Zeit. Ich bin mit meiner Freundin verabredet.']",verabredet,verabredet
"die Verabredung, -en",['Ich habe um 15 Uhr eine Verabredung mit Klaus.'],die Verabredung,Verabredung
"(sich) verabschieden, verabschiedet, verabschiedete, hat verabschiedet","['Ich wurde von meinen Freunden sehr nett verabschiedet.', 'Es ist schon 23 Uhr. Ich möchte mich verabschieden.']",sich verabschieden,verabschieden
